outcome,pollutant,lag_min,model_type,n_rows,n_participants,converged,fit_method,aic,bic,log_likelihood,warning_count,warning_text_short,status,notes
Garmin-derived stress index,PM2.5,30,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,45,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,60,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,120,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,1,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,5,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,10,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,15,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,30,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,45,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,60,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,120,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM1,60min_moving_average,unadjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM1,60min_moving_average,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,60min_moving_average,unadjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,60min_moving_average,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,80318.45272096146,80549.1836128647,-40127.22636048073,1,Random effects covariance is singular,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,60min_moving_average,unadjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,60min_moving_average,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,60min_moving_average,unadjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,60min_moving_average,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,60min_moving_average,unadjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,60min_moving_average,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,60min_moving_average,unadjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,60min_moving_average,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
